"row ID","Day of month","Month (number)","criteria_final","criteria_ozone","criteria_nitrogen_dioxide","criteria_particulate","criteria_ultraviolet","criteria_average_speed_diff","count_incidents","criteria_incidents","Mean(speed_diff)","Mean(temperature)","Mean(criteria_weather)","Mean(humidity)","criteria_pollution","criteria_final_incidents","criteria_speed_diff","criteria_final_weather"
"12/8",12,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_alto","risco_baixo",115,"risco_moderado",5,17,0,84,2,5,2,2
"13/8",13,8,2,"risco_baixo","risco_muito_baixo","risco_baixo","risco_alto","risco_baixo",120,"risco_moderado",5,18,0,80,2,5,2,2
"14/8",14,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_alto","risco_baixo",137,"risco_moderado",5,19,0,89,2,5,2,2
"15/8",15,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_alto","risco_muito_baixo",64,"risco_moderado",2,21,0,87,2,5,1,2
"16/8",16,8,2,"risco_baixo","risco_muito_baixo","risco_baixo","risco_alto","risco_baixo",64,"risco_moderado",5,20,0,91,2,5,2,3
"17/8",17,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_alto","risco_muito_baixo",25,"risco_moderado",2,21,0,90,2,4,1,3
"18/8",18,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_muito_baixo",80,"risco_moderado",2,19,0,90,2,5,1,3
"19/8",19,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",158,"risco_moderado",6,18,0,82,2,5,2,2
"20/8",20,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",81,"risco_moderado",5,20,0,76,2,5,2,2
"21/8",21,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",58,"risco_moderado",4,23,0,67,2,5,2,2
"22/8",22,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",75,"risco_moderado",5,24,0,63,2,5,2,2
"23/8",23,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",47,"risco_moderado",5,24,0,81,2,5,2,2
"24/8",24,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_muito_baixo",21,"risco_moderado",2,20,0,87,2,4,1,2
"25/8",25,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_muito_baixo",49,"risco_moderado",2,19,1,90,2,5,1,3
"26/8",26,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",67,"risco_moderado",4,21,0,84,2,5,2,2
"27/8",27,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",64,"risco_moderado",5,20,0,93,2,5,2,3
"28/8",28,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",68,"risco_moderado",4,19,0,94,2,5,2,3
"29/8",29,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_muito_baixo",57,"risco_moderado",4,19,0,93,2,5,1,3
"30/8",30,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",64,"risco_moderado",5,20,1,94,2,5,2,3
"31/8",31,8,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_muito_baixo",29,"risco_moderado",2,19,0,93,2,5,1,3
"1/9",1,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_muito_baixo",51,"risco_moderado",2,20,0,83,2,5,1,2
"2/9",2,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",113,"risco_moderado",5,24,0,61,2,5,2,2
"3/9",3,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",185,"risco_moderado",5,25,0,47,2,5,2,2
"4/9",4,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",124,"risco_moderado",4,23,0,67,2,5,2,2
"5/9",5,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",168,"risco_moderado",5,23,0,46,2,5,2,2
"6/9",6,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",217,"risco_moderado",6,21,0,46,2,5,2,2
"7/9",7,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_muito_baixo",70,"risco_moderado",2,21,0,39,2,5,1,2
"8/9",8,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_muito_baixo",23,"risco_moderado",2,22,0,47,2,4,1,2
"9/9",9,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",329,"risco_moderado",5,16,0,92,2,5,2,3
"10/9",10,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",310,"risco_moderado",5,16,0,76,2,5,2,2
"11/9",11,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",280,"risco_moderado",5,19,0,68,2,5,2,2
"12/9",12,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_baixo",286,"risco_moderado",5,23,0,49,2,5,2,2
"13/9",13,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",381,"risco_moderado",6,25,0,50,2,5,2,2
"14/9",14,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_muito_baixo",25,"risco_moderado",2,24,0,55,2,4,1,2
"15/9",15,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_moderado","risco_muito_baixo",18,"risco_moderado",2,22,0,68,2,4,1,2
"16/9",16,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",359,"risco_moderado",5,19,0,88,2,5,2,2
"17/9",17,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",280,"risco_moderado",5,18,1,99,2,5,2,3
"18/9",18,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",329,"risco_moderado",5,18,1,99,2,5,2,3
"19/9",19,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",331,"risco_moderado",5,17,0,96,2,5,2,3
"20/9",20,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",399,"risco_moderado",6,17,0,88,2,5,2,2
"21/9",21,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_muito_baixo",98,"risco_moderado",3,16,1,93,2,5,1,3
"22/9",22,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_muito_baixo",50,"risco_moderado",2,16,0,90,2,5,1,3
"23/9",23,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",459,"risco_moderado",5,16,0,86,2,5,2,2
"24/9",24,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",427,"risco_moderado",6,17,0,96,2,5,2,3
"25/9",25,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",305,"risco_moderado",5,16,0,93,2,5,2,3
"26/9",26,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",338,"risco_moderado",6,16,0,89,2,5,2,2
"27/9",27,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",411,"risco_moderado",7,16,0,90,2,5,2,3
"28/9",28,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_muito_baixo",32,"risco_moderado",2,16,0,89,2,5,1,2
"29/9",29,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_muito_baixo",44,"risco_moderado",2,16,0,86,2,5,1,2
"30/9",30,9,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",366,"risco_moderado",5,19,0,92,2,5,2,3
"1/10",1,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",535,"risco_moderado",6,18,0,92,2,5,2,3
"2/10",2,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",404,"risco_moderado",5,16,0,83,2,5,2,2
"3/10",3,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",380,"risco_moderado",5,16,0,85,2,5,2,2
"4/10",4,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",525,"risco_moderado",7,17,0,87,2,5,2,2
"5/10",5,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_muito_baixo",24,"risco_moderado",2,16,0,84,2,4,1,2
"6/10",6,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_muito_baixo",104,"risco_moderado",2,16,0,85,2,5,1,2
"7/10",7,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",343,"risco_moderado",5,17,0,91,2,5,2,3
"8/10",8,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",402,"risco_moderado",5,17,0,92,2,5,2,3
"9/10",9,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",339,"risco_moderado",5,15,0,72,2,5,2,2
"10/10",10,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",313,"risco_moderado",5,16,0,72,2,5,2,2
"11/10",11,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",407,"risco_moderado",7,16,0,85,2,5,2,2
"12/10",12,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_muito_baixo",68,"risco_moderado",3,17,0,82,2,5,1,2
"13/10",13,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_muito_baixo",68,"risco_moderado",2,15,1,89,2,5,1,3
"14/10",14,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",461,"risco_moderado",5,12,1,87,2,5,2,2
"15/10",15,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",362,"risco_moderado",5,12,0,85,2,5,2,2
"16/10",16,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",450,"risco_moderado",6,14,1,84,2,5,2,2
"17/10",17,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",501,"risco_moderado",6,15,0,93,2,5,2,3
"18/10",18,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",393,"risco_moderado",7,14,0,91,2,5,2,2
"19/10",19,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",63,"risco_moderado",3,12,1,94,1,5,1,3
"20/10",20,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",60,"risco_moderado",2,12,0,84,1,5,1,2
"21/10",21,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",453,"risco_moderado",5,11,0,87,1,5,2,2
"22/10",22,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",430,"risco_moderado",6,12,0,72,1,5,2,2
"23/10",23,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",260,"risco_moderado",5,12,0,81,1,5,2,2
"24/10",24,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",310,"risco_moderado",6,13,0,85,1,5,2,2
"25/10",25,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_baixo",442,"risco_moderado",6,14,0,75,2,5,2,2
"26/10",26,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_baixo","risco_muito_baixo",37,"risco_moderado",2,15,0,81,2,5,1,2
"27/10",27,10,1,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",14,"risco_moderado",2,15,0,79,1,4,1,2
"28/10",28,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",339,"risco_moderado",5,16,0,89,1,5,2,2
"29/10",29,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",299,"risco_moderado",5,16,0,97,1,5,2,3
"30/10",30,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",324,"risco_moderado",5,16,1,98,1,5,2,3
"31/10",31,10,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",695,"risco_moderado",7,17,1,99,1,5,2,3
"1/11",1,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",35,"risco_moderado",2,17,1,99,1,5,1,3
"2/11",2,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",92,"risco_moderado",3,15,0,93,1,5,1,3
"3/11",3,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",107,"risco_moderado",2,14,0,86,1,5,1,2
"4/11",4,11,2,"risco_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",580,"risco_moderado",6,13,0,85,1,5,2,2
"5/11",5,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",438,"risco_moderado",5,12,0,82,1,5,2,2
"6/11",6,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",422,"risco_moderado",6,11,1,98,1,5,2,3
"7/11",7,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",449,"risco_moderado",6,9,0,82,1,5,2,2
"8/11",8,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",528,"risco_moderado",6,9,0,84,1,5,2,2
"9/11",9,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",57,"risco_moderado",3,10,0,90,1,5,1,2
"10/11",10,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",79,"risco_moderado",3,9,1,90,1,5,1,3
"11/11",11,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",373,"risco_moderado",5,11,0,89,1,5,2,2
"12/11",12,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",385,"risco_moderado",6,10,0,92,1,5,2,2
"13/11",13,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",318,"risco_moderado",5,13,0,88,1,5,2,2
"14/11",14,11,2,"risco_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",375,"risco_moderado",5,9,1,78,1,5,2,3
"15/11",15,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",491,"risco_moderado",7,7,0,69,1,5,2,2
"16/11",16,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",47,"risco_moderado",2,7,0,81,1,5,1,2
"17/11",17,11,1,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",17,"risco_moderado",2,9,0,94,1,4,1,3
"18/11",18,11,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",356,"risco_moderado",5,8,0,89,1,5,2,2
"19/11",19,11,0,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",0,"risco_muito_baixo",0,5,0,100,1,1,1,3
"6/12",6,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_alto",487,"risco_moderado",13,10,0,92,1,5,4,2
"7/12",7,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",140,"risco_moderado",4,9,0,94,1,5,2,3
"8/12",8,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",76,"risco_moderado",3,11,1,99,1,5,1,3
"9/12",9,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",319,"risco_moderado",6,8,1,98,1,5,2,3
"10/12",10,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",343,"risco_moderado",6,8,0,86,1,5,2,2
"11/12",11,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",410,"risco_moderado",5,9,0,86,1,5,2,2
"12/12",12,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",645,"risco_moderado",7,11,1,92,1,5,2,3
"13/12",13,12,2,"risco_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",555,"risco_moderado",8,12,0,94,1,5,2,2
"14/12",14,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",113,"risco_moderado",4,11,0,95,1,5,2,2
"15/12",15,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",111,"risco_moderado",3,10,1,99,1,5,1,3
"16/12",16,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",493,"risco_moderado",7,8,1,94,1,5,2,3
"17/12",17,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",558,"risco_moderado",8,7,0,84,1,5,2,2
"18/12",18,12,2,"risco_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",459,"risco_moderado",7,11,0,89,1,5,2,2
"19/12",19,12,2,"risco_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",821,"risco_moderado",6,12,1,94,1,5,2,3
"20/12",20,12,2,"risco_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_moderado",745,"risco_moderado",8,11,0,95,1,5,3,2
"21/12",21,12,2,"risco_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",144,"risco_moderado",5,13,1,88,1,5,2,2
"22/12",22,12,2,"risco_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",306,"risco_moderado",5,12,0,88,1,5,2,2
"23/12",23,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_moderado",1228,"risco_moderado",9,11,0,94,1,5,3,2
"24/12",24,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",217,"risco_moderado",4,13,0,88,1,5,2,2
"25/12",25,12,0,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",3,"risco_moderado",1,14,0,71,1,2,1,2
"26/12",26,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",238,"risco_moderado",5,10,0,90,1,5,2,2
"27/12",27,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",443,"risco_moderado",7,9,0,68,1,5,2,2
"28/12",28,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",88,"risco_moderado",4,9,0,56,1,5,1,2
"29/12",29,12,1,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",83,"risco_moderado",3,10,0,61,1,5,1,1
"30/12",30,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_baixo",457,"risco_moderado",7,8,0,78,1,5,2,2
"31/12",31,12,2,"risco_muito_baixo","risco_muito_baixo","risco_baixo","risco_muito_baixo","risco_muito_baixo",84,"risco_moderado",4,6,0,94,1,5,1,3
